Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_19/d6b1c2ac_ac29_4134_ac8b_a3b5013b3483/preview_00157748_001.jpg,stamp,No: EA17045,,,,"A small circular terracotta bread-stamp, with an applied tall rectangular grip on the centre back. It has an incuse pattern: gryphon standing to right (in the impression) on a baseline, with left paw raised; the body is feline, with wings recurved at the tip, and a crested eagle's head. Pressed over a modelled form. Face varnished in modern times to release an impression. Orange-brown marl ware. Also with an impression.",,,,,,,Ptolemaic,2ndC BC-1stC BC,,Found/Acquired: Fayum,terracotta,,,,"Diameter: 7.52 centimetres max ; Height: 4.09 centimetres max ",,"Terracotta IV
Purchased: Greville J. Chester. Acquired in the Fayum.
Ptolemaic, second or first century BC.",Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,fair,,,,,,Purchased from: Rev Greville John Chester,,,,1886,,,Egypt and Sudan,EA17045,"1886,0605.62",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_19/33aa6147_09a5_4c6c_b6c7_a3b5013b2be7/preview_00157744_001.jpg,stamp,No: EA21923,,,,"A circular terracotta bread-stamp, with a smoothed rounded back and no grip: there is a possibility that this is a jar-stopper, particularly as the design is not incuse. It has a relief pattern: within randomly placed pointed-oval buds and studs, a horse or mule moves to right in the impression. Pressed over a modelled form. Orange-brown Nile silt, with white inclusions and some mica. The surface at the back is flaking away in places. Face varnished in modern times for an impression to be taken and released.",,,,,,,Ptolemaic,2ndC BC-1stC BC,,Found/Acquired: Thebes (Upper Egypt - archaic),terracotta,,,,Diameter: 13.50 centimetres,,"Terracotta IV
Purchased: Greville J. Chester. Acquired at Thebes.
Perhaps Ptolemaic, second or first century BC.
Compare registration no. GR 1886,0401.1368.",Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,fair,horse/ass (?),,,,,Purchased from: Rev Greville John Chester,,,,1887,,,Egypt and Sudan,EA21923,"1887,0730.52",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_19/5d58096e_fe16_46e8_ab5e_a3b5013b387b/preview_00157750_001.jpg,stamp,No: EA18160,,,,"A rectangular terracotta bread-stamp, with an applied rectangular grip on the centre back. It has an incuse pattern: within a frame of mouldings, bead-and-reel and dentils (on opposing sides), and large ovolos, a gryphon stands to right (in the impression), with right foreleg extended, its wings recurve. It is of attenuated feline form, with an arched neck and a crested eagle's head; a snake's head at the tip of the tail may be fortuitous. One corner is broken away. Pressed over a modelled form. Red-brown Nile silt, with a little mica. Face varnished in modern times for an impression to be taken and released. Also with impression.",,,,,,,Ptolemaic,2ndC BC-1stC BC,,Found/Acquired: Thebes (Upper Egypt - archaic),pottery,,,,Length: 13.10 centimetres; Width: 10.70 centimetres,,"Terracotta IV
Acquired for the Museum by E.A.W. Budge, at Thebes.
Ptolemaic, second or first century BC.",Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,good (one corner broken away),,,,,,Purchased through: Sir Ernest A T Wallis Budge,,,,1887,,,Egypt and Sudan,EA18160,"1887,0402.65",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_18/42f54377_04fa_4191_a0ea_a3c4013719ad/preview_00888541_001.jpg,statue,"No: 1909,1201.26",,,,"Terracotta female head (broken from figure), large scale but below life-size; hollow, mould-made but with modelled details; modelleld in the round, but the detail of the hair stops mid-way back, perhaps where a cloak over the head was indicated in paint (the back of the head itself is missing, as is the back of the neck); long and thin face, straight nose, small curved mouth, deeply modelled eyebrows, deep upper eyelids, hair arranged in careful version of melon style with fourteen narrow and tightly twisted divisions of hair running back from the face and fastened in knot at crown.  Pale orange-brown clay (with a variety of large inclusions and a porous-looking surface), traces of white coating visible.",,,,,,,Hellenistic,350BC-300BC (?),Made in: Cyprus,Excavated/Findspot: Marion-Arsinoe,terracotta,,,mould-made; hand-modelled; painted,Height: 22 centimetres,,Found unregistered.,Terracotta / Catalogue of Terracottas in the British Museum,On display (G72/dc12),,,,,,,,,,,,,,,Greek and Roman,,"1909,1201.26",,,
https://media.britishmuseum.org/media/Repository/Documents/2016_12/22_12/7d17990d_35e1_4d84_addc_a6e400d06539/preview_1972_0801_144_ps359431.jpg,statue,"No: 1972,0801.144",,,,Marble head of youth; left half of face damaged.,,,,,,,Classical Greek; Hellenistic,360 BC - 300 BC,,Excavated/Findspot: Temple of the Muses (Knidos),marble,,,,"Height: 12.90 centimetres max ",,,,Not on display,,,,,,,,From: Sir Charles Thomas Newton,,,,,Previously unregistered.,,Greek and Roman,,"1972,0801.144",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/6_17/9c4f85b5_4e42_4ba2_bd56_a3db0122e275/preview_01257377_001.jpg,statue,"No: 1873,0320.3",,,,"Head of a colossal limestone statue of a male wearing a wreath of leaves, probably a worshipper. Oval fleshy face with thick-set features; elongated skull. Asymmetrical facial features, especially noticeable in the eyes. Large nose, tip broken; fleshy lips; .  
The forehead is damaged but the curls bundle below the leaves of the Below the branches of the diadem the halls falls in the nape of the neck in a series of s-curls. Light, feathery sideburns.",,,,,,,Hellenistic,200 BC-150 BC (circa),Made in: Cyprus,Excavated/Findspot: Sanctuary of Apollo (Idalion),limestone,,,,Height: 39 centimetres,,,Sculpture / Catalogue of Greek Sculpture in the British Museum; Connelly 1988 / Votive sculptures of Hellenistic Cyprus; Senff 1993 / Das Apolloheiligtum von Idalion. Architektur und Statuenausstattung eines zyprischen Heiligtums.,On display (G72),,,devotee/worshipper,,,,,Purchased from: Sir Robert Hamilton Lang,,,,1872,,,Greek and Roman,,"1873,0320.3","Miscellaneous number: 1917,0701.158 (registered in error as)",,
https://media.britishmuseum.org/media/Repository/Documents/2019_10/3_15/72dd00f2_fdc0_4722_b0e6_aadb00f7954f/preview_1868_0620_2.jpg,statue,"No: 1868,0620.2",,,,Head of marble statue of a woman.  There are metal pins for the attachment of a diadem (?).  The features are so weathered that the facial expression appears now to be one of torment.  Originally the face would have appeared less dramatic but was still part of an animated and dramatic composition.,,,,,,,Hellenistic,199BC-101BC (?),,Excavated/Findspot: Great Theatre (or possibly Rhodes),marble; bronze,,,,"Height: 23 centimetres max ",,This one of several pieces that were involved in a mix up of crates on board ship bringing objects to England.  It involved Wood's sculptures from Ephesos asnd Biliotti's sculptures from the Dodekanese and Karia.  This head may possibly come from Biliotti's exacavations instead.,Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,classical deity,,,,,Purchased from: Sir Alfred Biliotti (?),,,,1868,,,Greek and Roman,,"1868,0620.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/6_17/9c4f85b5_4e42_4ba2_bd56_a3db0122e275/preview_01257377_001.jpg,statue,"No: 1872,0816.11",,,,"Head and upper part of neck from a colossal limestone statue of a beardless male, probably a worshipper. The neck is broken somewhat jaggedly, and may originally have turned towards the right. The features of the head and face are block-like and vigorous. The skull is elongated, the forehead is vertical, and the jaw is long with fleshy jowls; the rounded chin runs into the chunky neck. The facial features and ears are somewhat asymmetrical. Prominent ridged eye-lids; the pupils are slightly raised. 
The hair is rendered as a series of crescent-shaped curls; the face is unbearded, but the sideburns are noticeably wispy.",,,,,,,Hellenistic; Roman,100 BC-50 BC (circa),Made in: Cyprus,Excavated/Findspot: Sanctuary of Apollo (Idalion),limestone,,,carved,Height: 27 centimetres,,"This was incorrectly described as a portrait of Augustus by Pryce. Connelly (1988, 64) noted the similarity of this head with her cat. no. 26 (also from Lang's shrine: Pryce 1931, C191; GR 1873,3-20.3) in terms of size and vigourous features, but also observed its unusual shape (especially what she identifies as the doliochocephalic cranium). She regards this as the latest in the type series.",Sculpture / Catalogue of Greek Sculpture in the British Museum; Senff 1993 / Das Apolloheiligtum von Idalion. Architektur und Statuenausstattung eines zyprischen Heiligtums.; Connelly 1988 / Votive sculptures of Hellenistic Cyprus,On display (G72),,,devotee/worshipper,,,,,Purchased from: Sir Robert Hamilton Lang,,,,"1872-73 (Probably from Lang's Idalion sanctuary and so acqired 1872-3, and included in Pryce's catalogue (from which comes the earliest source attibution) but never apparently registered. NB: In 1987 the head was arbitrarily given the number GR 1872,8-16.11 which was missing from the database sequence, though this number actually refers to GR 1917,7-1.42.)",,,Greek and Roman,,"1872,0816.11",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/11_14/894182d9_9912_4d23_8574_a3e000eadea3/preview_01595410_001.jpg,statue,"No: 1868,1025.90",,,,Back of head and neck of marble male figure; hair confined by taenia. Probably from a Hellenistic royal portrait.  The neck is very muscular and the head turns slightly on it.  The face is completely smashed away.,,,,,,,Hellenistic,2ndC BC (?),,Excavated/Findspot: Bodrum,marble,,,,"Height: 33.50 centimetres max ",,"Mentioned in a letter from Biliotti to Newton dated 15, June, 1868 (copy in Biliotti Papers).  This had been acquired from a Michail Triandafillo , who Biliotti had used as an agent in Bodrum to inform him of any discoveries made in his absence.  Apparently this head and other items were about to be taken by the captain of a French sloop of war, the Roland.  Triandafillo kept them insted for Biliotti.",Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,,,,,,From: Sir Alfred Biliotti,,,,1868,,,Greek and Roman,,"1868,1025.90",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/11_10/07caf6c5_2a50_44b7_8ddc_a3e000b187e9/preview_01578663_001.jpg,statue,"No: 1873,0320.82",,,,"Limestone statue of a boy dressed as a Macedonian soldier (with a beret-like cap, the kausia), probably a votary. The figure stands frontally on a low rectangular base; the right hand hangs by the side, holding his cloak with one hand; he holds a round object in his outstretched left hand, possibly a ball or an apple; the face is a rounded oval, concave eyes, nose damaged; a knee-length tunic (chiton) is secured at the waist, over which is a full-length cloak (chlamys) attached at the right shoulder; on his head is a peaked cap (causia); he also wears high boots; the back of the figure is flat, though showing customary chisel marks; made of cream-coloured shelly stone; traces of paint on the face and head.",,,,,,,Hellenistic,300BC-250BC,,Excavated/Findspot: Sanctuary of Apollo (Idalion),limestone,,,carved; painted,Height: 52.50 centimetres,,"For the type, introduced from the Macedonian world and apparenlty restricted to the third century BC, see Hermary 1989, 236-243 (Louvre, examples from around Athienou/Golgoi); also Hermary and Mertens 2014, 132 and cat. nos 158, 160 (Metropolitan Musuem, New York, supposedly Golgoi). The round object held in the hand has been interpreted variously as a ball or an apple (perhaps an offering). Statues of this kind may have been votive dedications marking a stage in the life of the child or some kind of initiation rite.   
Bibliography:
Hermary, A. 1989, Catalogue des antiquités de Chypre. Sculptures. Musée du Louvre (Paris: ERMN).
Hermary, A. and Mertens, J. [2014], The Cesnola Collection of Cypriot art. Stone sculpture (New Yok: Metropolitan Musuem of Art).
Available free online at: https://www.metmuseum.org/art/metpublications/The_Cesnola_Collection_of_Cypriot_Stone_Sculpture",Sculpture / Catalogue of Greek Sculpture in the British Museum; Tatton-Brown 2007 / From Evagoras I to the Ptolemies. The transition from the Classical to the Hellenistic period in Cyprus.; Senff 1993 / Das Apolloheiligtum von Idalion. Architektur und Statuenausstattung eines zyprischen Heiligtums.,On display (G72/dc5),,,military; devotee/worshipper,,,,,Purchased from: Sir Robert Hamilton Lang,,,,,,,Greek and Roman,,"1873,0320.82","Miscellaneous number: 1917,0701.277 (registered in error as)",,
https://media.britishmuseum.org/media/Repository/Documents/2015_7/8_10/04fec8a5_d730_47c6_b532_a4cf00ad9cf2/preview_GAA8314.jpg,statue,"No: 1760,0919.1",The Arundel Head (Object),,,"Bronze head from a statue, perhaps of Sophocles. This head represents a man of middle age, with a thick beard, slightly thinning hair and a severe expression, enhanced by a deeply wrinkled brow. His hair is bound by a rolled band, like a diadem of a type usually associated with Hellenistic rulers, rather than philosophers or playwrights. The body types for statues of famous intellectuals are generally semi-draped, with perhaps only the chest bared. Both the body and the face usually exhibit signs of age.",,,,,,,Hellenistic,2ndC BC,,Found/Acquired: Smyrna (probably),bronze,,,,Height: 29.21 centimetres,,"Previously recorded as probably having been found in Istanbul. For the evidence for its discovery in a well in Smyrna, by the Revd William Petty, see Harding, Robert JD, 'The head of a certain Macedonian King' An old identity for the British Museum's 'Arundel Homer' in The British Art Journal, Volume IX No. 2, Autumn 2008.","Bronze / Catalogue of the Bronzes in the British Museum. Greek, Roman & Etruscan.; Bate & Thornton 2012 / Shakespeare: Staging the World",On display (G22/fc1),"Exhibited:  
 
1990, 24 Mar-10 Jun, Australia, Canberra, National Gallery of Australia, Civilization: Ancient Treasures from the British Museum, cat. no.85 
1990, 28 Jun-23 Sep, Australia, Melbourne, Museum of Victoria, Civilization: Ancient Treasures from the British Museum, cat. no.85 
1990, 20 Oct-9 Dec, Japan, Tokyo, Setagaya Art Museum, Treasures of the British Museum, cat. no.120   
1991, 5 Jan-20 Feb, Japan, Yamaguchi, Prefectural Museum of Art, Treasures of the British Museum, cat. no.120 
1991, 9 Mar-7 May, Japan, Osaka, National Museum of Art, Treasures of the British Museum, cat. no.120 
2014-2015, 26 Sept-4 Jan, London, Foundling Museum, Dr Mead 
2015, 26 Mar-5 Jul, The British Museum, Defining Beauty: the body in  ancient Greek art.
2015, 28 Jul-1 Nov, Los Angeles, J Paul Getty Museum, Power and Pathos: Bronze Sculptures of the Hellenistic World
015-2016, 6 Dec-13 Mar, Washington, National Gallery of Art,Power and Pathos: Bronze Sculptures of the Hellenistic World",,author/poet,Portrait of: Sophocles (perhaps),,,,"Donated by: Brownlow Cecil, 9th Earl of Exeter",,,Previous owner/ex-collection: Dr Richard Mead; Previous owner/ex-collection: Earl of Arundel,1760,,,Greek and Roman,,"1760,0919.1",,,
